image,true_class,predicted_class,top1_correct,top3_correct,top1_score,top1_similarity,second_class,second_score,probability_margin,similarity_margin,confidence,accepted,abstained,unsafe_accepted_error,abstained_error,abstained_correct,top2_class,top3_class
images/restaurant/restaurant_014.jpg,restaurant,lounge,False,True,0.5471575260162354,0.3267252445220947,restaurant,0.3920694589614868,0.15508806705474854,0.003332972526550293,caution,True,False,True,False,False,restaurant,accessibility
images/check_in/check_in_011.jpg,check_in,security,False,True,0.5442470908164978,0.32136595249176025,check_in,0.17177967727184296,0.37246741354465485,0.01153188943862915,caution,True,False,True,False,False,check_in,restaurant
images/lounge/lounge_017.jpg,lounge,baggage_claim,False,False,0.5359188914299011,0.29503434896469116,check_in,0.13811343908309937,0.39780545234680176,0.013559073209762573,caution,True,False,True,False,False,check_in,information
images/information/information_001.jpg,information,restaurant,False,True,0.5326007008552551,0.2890204191207886,check_in,0.11614394187927246,0.41645675897598267,0.015229403972625732,caution,True,False,True,False,False,check_in,information
images/transport/transport_012.jpg,transport,accessibility,False,True,0.5208195447921753,0.31338706612586975,baggage_claim,0.18847116827964783,0.33234837651252747,0.010164588689804077,caution,True,False,True,False,False,baggage_claim,transport
images/gate_sign/gate_sign_013.jpg,gate_sign,lounge,False,False,0.49319297075271606,0.31796759366989136,restaurant,0.12277503311634064,0.3704179376363754,0.013905465602874756,uncertain,False,True,False,True,False,restaurant,family_facility
images/family_facility/family_facility_019.jpg,family_facility,security,False,True,0.4905277490615845,0.25704073905944824,accessibility,0.35806480050086975,0.13246294856071472,0.0031476616859436035,uncertain,False,True,False,True,False,accessibility,family_facility
images/gate_sign/gate_sign_004.jpg,gate_sign,accessibility,False,True,0.4887453317642212,0.29746365547180176,gate_sign,0.18780125677585602,0.3009440749883652,0.009564578533172607,uncertain,False,True,False,True,False,gate_sign,lounge
images/transport/transport_009.jpg,transport,accessibility,False,True,0.47748318314552307,0.3139488399028778,transport,0.4387962818145752,0.038686901330947876,0.0008449256420135498,uncertain,False,True,False,True,False,transport,gate_sign
images/check_in/check_in_004.jpg,check_in,security,False,True,0.46427789330482483,0.3241097033023834,check_in,0.18562588095664978,0.27865201234817505,0.009167522192001343,uncertain,False,True,False,True,False,check_in,family_facility
images/family_facility/family_facility_016.jpg,family_facility,gate_sign,False,False,0.4562912583351135,0.317102313041687,accessibility,0.19059470295906067,0.26569655537605286,0.008729815483093262,uncertain,False,True,False,True,False,accessibility,information
images/accessibility/accessibility_001.jpg,accessibility,security,False,True,0.45222848653793335,0.2623177766799927,family_facility,0.3271437883377075,0.12508469820022583,0.0032378733158111572,uncertain,False,True,False,True,False,family_facility,accessibility
images/security/security_007.jpg,security,restaurant,False,False,0.4484715759754181,0.3011142611503601,check_in,0.20337368547916412,0.24509789049625397,0.007908016443252563,uncertain,False,True,False,True,False,check_in,accessibility
images/check_in/check_in_018.jpg,check_in,security,False,True,0.4402647912502289,0.2968480885028839,check_in,0.39343997836112976,0.04682481288909912,0.0011244714260101318,uncertain,False,True,False,True,False,check_in,accessibility
images/security/security_012.jpg,security,transport,False,False,0.44022753834724426,0.30118656158447266,baggage_claim,0.2777719795703888,0.16245555877685547,0.004604905843734741,uncertain,False,True,False,True,False,baggage_claim,accessibility
images/security/security_018.jpg,security,check_in,False,True,0.4388122856616974,0.26506519317626953,security,0.4015524089336395,0.03725987672805786,0.0008873343467712402,uncertain,False,True,False,True,False,security,baggage_claim
images/security/security_020.jpg,security,accessibility,False,True,0.42638251185417175,0.2526814043521881,check_in,0.3005198538303375,0.12586265802383423,0.0034982264041900635,uncertain,False,True,False,True,False,check_in,security
images/family_facility/family_facility_009.jpg,family_facility,baggage_claim,False,True,0.42499253153800964,0.24263228476047516,family_facility,0.3763817548751831,0.04861077666282654,0.0012146681547164917,uncertain,False,True,False,True,False,family_facility,check_in
images/security/security_015.jpg,security,baggage_claim,False,True,0.41481873393058777,0.34673094749450684,check_in,0.3959179222583771,0.018900811672210693,0.00046634674072265625,uncertain,False,True,False,True,False,check_in,security
images/information/information_015.jpg,information,family_facility,False,True,0.4113847315311432,0.32606273889541626,restaurant,0.2970052659511566,0.11437946557998657,0.0032578110694885254,uncertain,False,True,False,True,False,restaurant,information
images/information/information_002.jpg,information,baggage_claim,False,True,0.4091707170009613,0.3292454481124878,information,0.2335318773984909,0.1756388396024704,0.0056081414222717285,uncertain,False,True,False,True,False,information,check_in
images/family_facility/family_facility_004.jpg,family_facility,accessibility,False,False,0.40887776017189026,0.2442304790019989,transport,0.14595037698745728,0.262927383184433,0.01030150055885315,uncertain,False,True,False,True,False,transport,security
images/security/security_014.jpg,security,restaurant,False,False,0.4087025821208954,0.30140432715415955,check_in,0.16250675916671753,0.24619582295417786,0.009222686290740967,uncertain,False,True,False,True,False,check_in,accessibility
images/accessibility/accessibility_012.jpg,accessibility,security,False,False,0.4052271842956543,0.25664281845092773,transport,0.3429979979991913,0.06222918629646301,0.0016672313213348389,uncertain,False,True,False,True,False,transport,family_facility
images/restaurant/restaurant_015.jpg,restaurant,transport,False,False,0.40501511096954346,0.32269197702407837,baggage_claim,0.2712724208831787,0.13374269008636475,0.004007995128631592,uncertain,False,True,False,True,False,baggage_claim,security
images/check_in/check_in_007.jpg,check_in,gate_sign,False,False,0.40085577964782715,0.2964615821838379,information,0.16359438002109528,0.23726139962673187,0.008962124586105347,uncertain,False,True,False,True,False,information,accessibility
images/gate_sign/gate_sign_008.jpg,gate_sign,accessibility,False,False,0.3998180329799652,0.30535078048706055,security,0.3487846851348877,0.051033347845077515,0.0013655424118041992,uncertain,False,True,False,True,False,security,check_in
images/baggage_claim/baggage_claim_005.jpg,baggage_claim,restaurant,False,True,0.3953201174736023,0.30541419982910156,baggage_claim,0.3622226417064667,0.03309747576713562,0.0008743703365325928,uncertain,False,True,False,True,False,baggage_claim,transport
images/security/security_017.jpg,security,check_in,False,True,0.3929915130138397,0.26295480132102966,security,0.2373695969581604,0.15562191605567932,0.005041688680648804,uncertain,False,True,False,True,False,security,restaurant
images/gate_sign/gate_sign_010.jpg,gate_sign,accessibility,False,True,0.3847513496875763,0.3282623291015625,gate_sign,0.20731088519096375,0.17744046449661255,0.0061837732791900635,uncertain,False,True,False,True,False,gate_sign,check_in
images/security/security_010.jpg,security,check_in,False,True,0.378237783908844,0.3416590392589569,information,0.21417176723480225,0.16406601667404175,0.005687445402145386,uncertain,False,True,False,True,False,information,security
images/gate_sign/gate_sign_015.jpg,gate_sign,family_facility,False,False,0.3744930326938629,0.2917468547821045,lounge,0.24375557899475098,0.13073745369911194,0.004294067621231079,uncertain,False,True,False,True,False,lounge,accessibility
images/security/security_002.jpg,security,check_in,False,True,0.3716013729572296,0.3289965093135834,security,0.3100525140762329,0.061548858880996704,0.0018108189105987549,uncertain,False,True,False,True,False,security,information
images/check_in/check_in_003.jpg,check_in,restaurant,False,True,0.36982646584510803,0.3214155435562134,information,0.17944252490997314,0.1903839409351349,0.007231771945953369,uncertain,False,True,False,True,False,information,check_in
images/security/security_006.jpg,security,information,False,False,0.36918824911117554,0.31162774562835693,accessibility,0.22002512216567993,0.1491631269454956,0.005175650119781494,uncertain,False,True,False,True,False,accessibility,check_in
images/baggage_claim/baggage_claim_009.jpg,baggage_claim,information,False,True,0.36444422602653503,0.3225734233856201,check_in,0.18996182084083557,0.17448240518569946,0.0065155029296875,uncertain,False,True,False,True,False,check_in,baggage_claim
images/security/security_011.jpg,security,baggage_claim,False,False,0.3527829647064209,0.30674123764038086,check_in,0.1419229954481125,0.2108599692583084,0.009105682373046875,uncertain,False,True,False,True,False,check_in,transport
images/baggage_claim/baggage_claim_002.jpg,baggage_claim,security,False,True,0.3460855782032013,0.3386595547199249,check_in,0.33564627170562744,0.010439306497573853,0.0003062784671783447,uncertain,False,True,False,True,False,check_in,baggage_claim
images/lounge/lounge_010.jpg,lounge,gate_sign,False,False,0.3449498116970062,0.31671252846717834,information,0.3173011541366577,0.02764865756034851,0.0008354783058166504,uncertain,False,True,False,True,False,information,accessibility
images/transport/transport_008.jpg,transport,accessibility,False,True,0.32771334052085876,0.2621799111366272,baggage_claim,0.30098140239715576,0.026731938123703003,0.0008509159088134766,uncertain,False,True,False,True,False,baggage_claim,transport
images/security/security_013.jpg,security,check_in,False,True,0.31978321075439453,0.2980857193470001,security,0.25998586416244507,0.05979734659194946,0.0020701587200164795,uncertain,False,True,False,True,False,security,accessibility
images/baggage_claim/baggage_claim_018.jpg,baggage_claim,accessibility,False,True,0.30190184712409973,0.3098088502883911,baggage_claim,0.30067840218544006,0.001223444938659668,4.062056541442871e-05,uncertain,False,True,False,True,False,baggage_claim,security
images/check_in/check_in_019.jpg,check_in,accessibility,False,True,0.29059717059135437,0.3066854476928711,security,0.2885293662548065,0.0020678043365478516,7.140636444091797e-05,uncertain,False,True,False,True,False,security,check_in
images/check_in/check_in_005.jpg,check_in,restaurant,False,False,0.2761876583099365,0.3000459372997284,baggage_claim,0.14580906927585602,0.1303785890340805,0.006387829780578613,uncertain,False,True,False,True,False,baggage_claim,information
images/check_in/check_in_015.jpg,check_in,baggage_claim,False,True,0.2621060311794281,0.32305407524108887,transport,0.17646609246730804,0.08563993871212006,0.003956198692321777,uncertain,False,True,False,True,False,transport,check_in
images/check_in/check_in_013.jpg,check_in,baggage_claim,False,True,0.260154664516449,0.32436567544937134,accessibility,0.1548912674188614,0.10526339709758759,0.005185514688491821,uncertain,False,True,False,True,False,accessibility,check_in
images/baggage_claim/baggage_claim_013.jpg,baggage_claim,security,False,True,0.25653326511383057,0.3114793300628662,accessibility,0.16008156538009644,0.09645169973373413,0.00471574068069458,uncertain,False,True,False,True,False,accessibility,baggage_claim
images/baggage_claim/baggage_claim_010.jpg,baggage_claim,information,False,False,0.25571006536483765,0.3075751066207886,check_in,0.1872960478067398,0.06841401755809784,0.0031135380268096924,uncertain,False,True,False,True,False,check_in,accessibility
images/gate_sign/gate_sign_020.jpg,gate_sign,check_in,False,False,0.23325221240520477,0.2984452545642853,accessibility,0.21973372995853424,0.013518482446670532,0.0005970299243927002,uncertain,False,True,False,True,False,accessibility,security
