image_id,filename,true_class,predicted_class,top1_score,top1_similarity,top1_correct,top3_correct,second_class,second_score,second_similarity,third_class,third_score,third_similarity
IMG048,security_008.jpg,security,security,0.6855416297912598,0.33237919211387634,True,True,check_in,0.20999519526958466,0.3205479383468628,accessibility,0.049912579357624054,0.30617982149124146
IMG050,security_010.jpg,security,check_in,0.378237783908844,0.3416590392589569,False,True,information,0.21417176723480225,0.3359715938568115,security,0.14419898390769958,0.3320157527923584
IMG051,security_011.jpg,security,baggage_claim,0.3527829647064209,0.30674123764038086,False,False,check_in,0.1419229954481125,0.297635555267334,transport,0.1408824771642685,0.29756197333335876
IMG052,security_012.jpg,security,transport,0.44022753834724426,0.30118656158447266,False,False,baggage_claim,0.2777719795703888,0.2965816557407379,accessibility,0.09683454036712646,0.2860436737537384
IMG053,security_013.jpg,security,check_in,0.31978321075439453,0.2980857193470001,False,True,security,0.25998586416244507,0.29601556062698364,accessibility,0.18801593780517578,0.2927745580673218
IMG054,security_014.jpg,security,restaurant,0.4087025821208954,0.30140432715415955,False,False,check_in,0.16250675916671753,0.2921816408634186,accessibility,0.11458667367696762,0.2886877655982971
IMG056,security_016.jpg,security,restaurant,0.5997248888015747,0.2860792875289917,False,False,gate_sign,0.13614661991596222,0.271251916885376,information,0.12118374556303024,0.27008765935897827
IMG058,security_018.jpg,security,check_in,0.4388122856616974,0.26506519317626953,False,True,security,0.4015524089336395,0.2641778588294983,baggage_claim,0.079997219145298,0.24804440140724182
IMG059,security_019.jpg,security,security,0.5974020957946777,0.23056553304195404,True,True,check_in,0.28883296251296997,0.2232981026172638,accessibility,0.044629622250795364,0.20462360978126526
IMG060,security_020.jpg,security,accessibility,0.42638251185417175,0.2526814043521881,False,True,check_in,0.3005198538303375,0.24918317794799805,security,0.23911230266094208,0.2468973696231842
IMG062,check_in_002.jpg,check_in,check_in,0.41543012857437134,0.3114737570285797,True,True,restaurant,0.18586024641990662,0.30343055725097656,accessibility,0.12245006859302521,0.29925763607025146
IMG063,check_in_003.jpg,check_in,restaurant,0.36982646584510803,0.3214155435562134,False,True,information,0.17944252490997314,0.31418377161026,check_in,0.15223658084869385,0.31253957748413086
IMG065,check_in_005.jpg,check_in,restaurant,0.2761876583099365,0.3000459372997284,False,False,baggage_claim,0.14580906927585602,0.2936581075191498,information,0.10559839755296707,0.29043155908584595
IMG066,check_in_006.jpg,check_in,security,0.6750892996788025,0.3183429539203644,False,True,check_in,0.13094443082809448,0.30194222927093506,baggage_claim,0.043506693094968796,0.2909236550331116
IMG067,check_in_007.jpg,check_in,gate_sign,0.40085577964782715,0.2964615821838379,False,False,information,0.16359438002109528,0.28749945759773254,accessibility,0.1438876986503601,0.2862159013748169
IMG068,check_in_008.jpg,check_in,check_in,0.2838469445705414,0.33065009117126465,True,True,security,0.26338115334510803,0.329901784658432,restaurant,0.25815194845199585,0.3297012448310852
IMG070,check_in_010.jpg,check_in,check_in,0.48472705483436584,0.3149803876876831,True,True,security,0.3745051622390747,0.31240057945251465,baggage_claim,0.039003681391477585,0.2897810935974121
IMG071,check_in_011.jpg,check_in,security,0.5442470908164978,0.32136595249176025,False,True,check_in,0.17177967727184296,0.3098340630531311,restaurant,0.12034475058317184,0.30627554655075073
IMG072,check_in_012.jpg,check_in,check_in,0.5429500937461853,0.32861047983169556,True,True,security,0.321158766746521,0.3233596682548523,baggage_claim,0.03856822848320007,0.30216461420059204
IMG074,check_in_014.jpg,check_in,check_in,0.3489725589752197,0.33295589685440063,True,True,baggage_claim,0.1940680593252182,0.32708805799484253,restaurant,0.13926516473293304,0.323769748210907
IMG075,check_in_015.jpg,check_in,baggage_claim,0.2621060311794281,0.32305407524108887,False,True,transport,0.17646609246730804,0.3190978765487671,check_in,0.164890319108963,0.3184193968772888
IMG076,check_in_016.jpg,check_in,check_in,0.20966899394989014,0.320825457572937,True,True,security,0.1796649694442749,0.31928110122680664,baggage_claim,0.15554936230182648,0.3178398013114929
IMG079,check_in_019.jpg,check_in,accessibility,0.29059717059135437,0.3066854476928711,False,True,security,0.2885293662548065,0.3066140413284302,check_in,0.20352371037006378,0.3031238913536072
IMG080,check_in_020.jpg,check_in,baggage_claim,0.8302894830703735,0.3474360406398773,False,True,check_in,0.04931004345417023,0.3191995620727539,accessibility,0.03454214707016945,0.31564009189605713
IMG081,lounge_001.jpg,lounge,lounge,0.9812245965003967,0.3283204436302185,True,True,restaurant,0.016138039529323578,0.28724420070648193,check_in,0.0012584526557475328,0.26173123717308044
IMG083,lounge_003.jpg,lounge,lounge,0.7516835927963257,0.3241845369338989,True,True,restaurant,0.24177131056785583,0.3128412961959839,family_facility,0.005379468202590942,0.2747872769832611
IMG084,lounge_004.jpg,lounge,lounge,0.922982931137085,0.31127041578292847,True,True,restaurant,0.05985034257173538,0.2839127779006958,family_facility,0.007160466630011797,0.2626800537109375
IMG086,lounge_006.jpg,lounge,lounge,0.5555918216705322,0.275629460811615,True,True,accessibility,0.139375239610672,0.2618008255958557,gate_sign,0.10951712727546692,0.2593899369239807
IMG087,lounge_007.jpg,lounge,lounge,0.5000699162483215,0.2864477038383484,True,True,check_in,0.24322697520256042,0.2792401611804962,restaurant,0.111629419028759,0.27145206928253174
IMG089,lounge_009.jpg,lounge,restaurant,0.9198151230812073,0.31353241205215454,False,True,lounge,0.05855613946914673,0.28599053621292114,check_in,0.012828505598008633,0.2708073854446411
IMG090,lounge_010.jpg,lounge,gate_sign,0.3449498116970062,0.31671252846717834,False,False,information,0.3173011541366577,0.3158770501613617,accessibility,0.1218140497803688,0.3063035011291504
IMG091,lounge_011.jpg,lounge,lounge,0.794491708278656,0.273530513048172,True,True,family_facility,0.07275520265102386,0.24962450563907623,restaurant,0.06930944323539734,0.24913930892944336
IMG092,lounge_012.jpg,lounge,lounge,0.46949005126953125,0.3217729926109314,True,True,family_facility,0.39806970953941345,0.32012277841567993,accessibility,0.12790542840957642,0.30876943469047546
IMG094,lounge_014.jpg,lounge,lounge,0.515771210193634,0.3074435591697693,True,True,restaurant,0.183173269033432,0.2970912456512451,accessibility,0.131461501121521,0.2937740683555603
IMG095,lounge_015.jpg,lounge,lounge,0.8622533679008484,0.32659122347831726,True,True,restaurant,0.09017393738031387,0.30401313304901123,family_facility,0.04120470955967903,0.29618126153945923
IMG096,lounge_016.jpg,lounge,restaurant,0.8886124491691589,0.32490819692611694,False,True,lounge,0.10314823687076569,0.303373247385025,family_facility,0.0025272055063396692,0.26628270745277405
IMG098,lounge_018.jpg,lounge,lounge,0.9565043449401855,0.3104666471481323,True,True,restaurant,0.042595766484737396,0.2793513536453247,family_facility,0.0005459008971229196,0.23578062653541565
IMG100,lounge_020.jpg,lounge,lounge,0.6351243853569031,0.32155388593673706,True,True,accessibility,0.22733649611473083,0.3112799823284149,family_facility,0.03945380449295044,0.29376697540283203
IMG102,restaurant_002.jpg,restaurant,restaurant,0.9971796274185181,0.34641680121421814,True,True,lounge,0.0019980883225798607,0.2842894196510315,check_in,0.0005777589394710958,0.2718815207481384
IMG103,restaurant_003.jpg,restaurant,restaurant,0.517559289932251,0.31382349133491516,True,True,lounge,0.3328731954097748,0.30940985679626465,check_in,0.07247617095708847,0.29416483640670776
IMG105,restaurant_005.jpg,restaurant,restaurant,0.9958064556121826,0.2892039120197296,True,True,family_facility,0.0023743256460875273,0.22881552577018738,transport,0.0006563640781678259,0.21595798432826996
IMG106,restaurant_006.jpg,restaurant,restaurant,0.49216216802597046,0.32231664657592773,True,True,family_facility,0.2749166488647461,0.31649327278137207,lounge,0.19664277136325836,0.31314247846603394
IMG107,restaurant_007.jpg,restaurant,restaurant,0.7090344429016113,0.31910863518714905,True,True,lounge,0.2715906500816345,0.30951255559921265,check_in,0.007991107180714607,0.27425289154052734
IMG108,restaurant_008.jpg,restaurant,restaurant,0.9686184525489807,0.3177952170372009,True,True,check_in,0.011053267866373062,0.2730637788772583,information,0.005761824082583189,0.2665490508079529
IMG110,restaurant_010.jpg,restaurant,restaurant,0.9501866698265076,0.33097636699676514,True,True,lounge,0.040585022419691086,0.299443781375885,check_in,0.002883391221985221,0.27299946546554565
IMG111,restaurant_011.jpg,restaurant,restaurant,0.9953964352607727,0.2715041935443878,True,True,lounge,0.0027278957422822714,0.21250808238983154,family_facility,0.001021342701278627,0.2026839703321457
IMG112,restaurant_012.jpg,restaurant,restaurant,0.9917256832122803,0.3355311155319214,True,True,lounge,0.00514889694750309,0.28292447328567505,family_facility,0.002757888287305832,0.2766813039779663
IMG114,restaurant_014.jpg,restaurant,lounge,0.5471575260162354,0.3267252445220947,False,True,restaurant,0.3920694589614868,0.32339227199554443,accessibility,0.046540550887584686,0.3020811080932617
IMG115,restaurant_015.jpg,restaurant,transport,0.40501511096954346,0.32269197702407837,False,False,baggage_claim,0.2712724208831787,0.3186839818954468,security,0.10792303085327148,0.3094669282436371
IMG116,restaurant_016.jpg,restaurant,restaurant,0.9745360016822815,0.32912200689315796,True,True,lounge,0.007267852779477835,0.28013700246810913,check_in,0.006469354964792728,0.27897316217422485
IMG118,restaurant_018.jpg,restaurant,restaurant,0.603641927242279,0.2845097482204437,True,True,gate_sign,0.11823034286499023,0.26820629835128784,family_facility,0.10800328105688095,0.2673015594482422
IMG120,restaurant_020.jpg,restaurant,restaurant,0.9480109810829163,0.3241680860519409,True,True,lounge,0.04297669604420662,0.2932310104370117,check_in,0.006193694658577442,0.27385973930358887
IMG121,information_001.jpg,information,restaurant,0.5326007008552551,0.2890204191207886,False,True,check_in,0.11614394187927246,0.27379101514816284,information,0.07763669639825821,0.26976311206817627
IMG122,information_002.jpg,information,baggage_claim,0.4091707170009613,0.3292454481124878,False,True,information,0.2335318773984909,0.32363730669021606,check_in,0.17329740524291992,0.3206542134284973
IMG124,information_004.jpg,information,security,0.8302474617958069,0.3346753418445587,False,False,check_in,0.08227605372667313,0.31155890226364136,accessibility,0.037984080612659454,0.30382975935935974
IMG125,information_005.jpg,information,information,0.7265680432319641,0.3301137387752533,True,True,check_in,0.2387249767780304,0.3189835548400879,baggage_claim,0.011871390976011753,0.28897175192832947
IMG126,information_006.jpg,information,information,0.607623279094696,0.27874359488487244,True,True,accessibility,0.1368764042854309,0.26383882761001587,baggage_claim,0.10755936056375504,0.26142847537994385
IMG127,information_007.jpg,information,information,0.40168800950050354,0.2587323784828186,True,True,accessibility,0.21598054468631744,0.25252750515937805,check_in,0.19952812790870667,0.2517351806163788
IMG130,information_010.jpg,information,information,0.2338103950023651,0.27501267194747925,True,True,check_in,0.18919271230697632,0.2728952169418335,transport,0.1607324481010437,0.2712649703025818
IMG132,information_012.jpg,information,information,0.6173524856567383,0.28240907192230225,True,True,family_facility,0.15019387006759644,0.2682739496231079,check_in,0.09618807584047318,0.2638177275657654
IMG133,information_013.jpg,information,information,0.8121621012687683,0.3059663772583008,True,True,check_in,0.07670406997203827,0.282368928194046,transport,0.03093254752457142,0.27328747510910034
IMG134,information_014.jpg,information,information,0.2514733374118805,0.3171014189720154,True,True,accessibility,0.24609486758708954,0.31688523292541504,baggage_claim,0.20179986953735352,0.31490081548690796
IMG135,information_015.jpg,information,family_facility,0.4113847315311432,0.32606273889541626,False,True,restaurant,0.2970052659511566,0.32280492782592773,information,0.14005205035209656,0.31528759002685547
IMG137,information_017.jpg,information,information,0.8527749180793762,0.33626261353492737,True,True,check_in,0.1111103743314743,0.31588292121887207,transport,0.013610689900815487,0.2948862314224243
IMG139,information_019.jpg,information,information,0.2730264961719513,0.30743059515953064,True,True,check_in,0.18867386877536774,0.3037351071834564,restaurant,0.18115749955177307,0.30332857370376587
IMG140,information_020.jpg,information,information,0.34968042373657227,0.318959504365921,True,True,gate_sign,0.2048686146736145,0.31361299753189087,check_in,0.13593725860118866,0.3095112442970276
IMG141,transport_001.jpg,transport,transport,0.8705682158470154,0.30171069502830505,True,True,accessibility,0.08314719051122665,0.2782253623008728,security,0.014920839108526707,0.261046826839447
IMG142,transport_002.jpg,transport,accessibility,0.8285547494888306,0.31860965490341187,False,True,transport,0.151655912399292,0.301628977060318,baggage_claim,0.007461981847882271,0.271511048078537
IMG144,transport_004.jpg,transport,transport,0.7910225987434387,0.31755155324935913,True,True,accessibility,0.11903651058673859,0.2986125946044922,restaurant,0.024971548467874527,0.28299567103385925
IMG146,transport_006.jpg,transport,transport,0.6001898646354675,0.2974711060523987,True,True,accessibility,0.21573086082935333,0.2872389554977417,family_facility,0.05870392546057701,0.2742237150669098
IMG147,transport_007.jpg,transport,transport,0.9144210815429688,0.27620673179626465,True,True,accessibility,0.08354989439249039,0.25227826833724976,gate_sign,0.000737241527531296,0.204975426197052
IMG148,transport_008.jpg,transport,accessibility,0.32771334052085876,0.2621799111366272,False,True,baggage_claim,0.30098140239715576,0.2613289952278137,transport,0.29468461871147156,0.2611175775527954
IMG149,transport_009.jpg,transport,accessibility,0.47748318314552307,0.3139488399028778,False,True,transport,0.4387962818145752,0.31310391426086426,gate_sign,0.0367734394967556,0.28831130266189575
IMG151,transport_011.jpg,transport,transport,0.4706757366657257,0.26769766211509705,True,True,accessibility,0.2030576914548874,0.259290874004364,baggage_claim,0.15174011886119843,0.2563776671886444
IMG152,transport_012.jpg,transport,accessibility,0.5208195447921753,0.31338706612586975,False,True,baggage_claim,0.18847116827964783,0.3032224774360657,transport,0.18670117855072021,0.30312812328338623
IMG153,transport_013.jpg,transport,transport,0.899773120880127,0.3250111937522888,True,True,security,0.08148140460252762,0.30099350214004517,accessibility,0.008617891930043697,0.2785281538963318
IMG156,transport_016.jpg,transport,transport,0.6274449825286865,0.3126380741596222,True,True,accessibility,0.20782262086868286,0.30158835649490356,security,0.08269088715314865,0.29237261414527893
IMG157,transport_017.jpg,transport,transport,0.30585265159606934,0.28627678751945496,True,True,accessibility,0.2920883297920227,0.2858163118362427,family_facility,0.21251679956912994,0.28263595700263977
IMG158,transport_018.jpg,transport,transport,0.5512710213661194,0.2514965832233429,True,True,family_facility,0.19856147468090057,0.2412853091955185,accessibility,0.17200426757335663,0.2398495078086853
IMG160,transport_020.jpg,transport,accessibility,0.6199711561203003,0.302406370639801,False,True,transport,0.3443715572357178,0.29652684926986694,baggage_claim,0.015058107674121857,0.265228807926178
IMG161,accessibility_001.jpg,accessibility,security,0.45222848653793335,0.2623177766799927,False,True,family_facility,0.3271437883377075,0.2590799033641815,accessibility,0.15427379310131073,0.2515631914138794
IMG162,accessibility_002.jpg,accessibility,accessibility,0.9960015416145325,0.32761019468307495,True,True,family_facility,0.002577688079327345,0.2680416405200958,gate_sign,0.000613544078078121,0.25368767976760864
IMG166,accessibility_006.jpg,accessibility,accessibility,0.7245694398880005,0.2775571644306183,True,True,family_facility,0.257316529750824,0.2672044634819031,gate_sign,0.010198721662163734,0.23492401838302612
IMG167,accessibility_007.jpg,accessibility,accessibility,0.8991908431053162,0.3265436887741089,True,True,family_facility,0.10011791437864304,0.30459222197532654,security,0.00030674011213704944,0.24671119451522827
IMG168,accessibility_008.jpg,accessibility,family_facility,0.874278724193573,0.2879273593425751,False,True,accessibility,0.11790666729211807,0.2678923010826111,gate_sign,0.00365365669131279,0.2331506609916687
IMG169,accessibility_009.jpg,accessibility,accessibility,0.9512602090835571,0.3238348066806793,True,True,transport,0.04112016782164574,0.2924219071865082,gate_sign,0.002542259870097041,0.2645874619483948
IMG171,accessibility_011.jpg,accessibility,accessibility,0.9972634315490723,0.32197412848472595,True,True,family_facility,0.002437128219753504,0.26183220744132996,lounge,0.00012778909876942635,0.23235026001930237
IMG173,accessibility_013.jpg,accessibility,accessibility,0.9810803532600403,0.29206669330596924,True,True,security,0.012219071388244629,0.2482101321220398,lounge,0.002789922757074237,0.23344027996063232
IMG174,accessibility_014.jpg,accessibility,accessibility,0.5932868123054504,0.30750352144241333,True,True,security,0.23874355852603912,0.2984006404876709,transport,0.10511615872383118,0.2901974022388458
IMG175,accessibility_015.jpg,accessibility,information,0.8363030552864075,0.32228410243988037,False,False,check_in,0.08835743367671967,0.2998080849647522,gate_sign,0.059315744787454605,0.2958229184150696
IMG176,accessibility_016.jpg,accessibility,accessibility,0.8586785793304443,0.33649444580078125,True,True,security,0.04623217508196831,0.30727726221084595,check_in,0.040808312594890594,0.306029349565506
IMG177,accessibility_017.jpg,accessibility,accessibility,0.7336801290512085,0.30838045477867126,True,True,transport,0.20361864566802979,0.295562207698822,security,0.033093322068452835,0.27739304304122925
IMG178,accessibility_018.jpg,accessibility,accessibility,0.8566802740097046,0.3027169108390808,True,True,security,0.07823819667100906,0.2787838280200958,transport,0.027720222249627113,0.2684078812599182
IMG179,accessibility_019.jpg,accessibility,transport,0.6043741703033447,0.2740462124347687,False,True,accessibility,0.21379393339157104,0.2636544108390808,security,0.17211294174194336,0.2614857852458954
IMG182,family_facility_002.jpg,family_facility,family_facility,0.734876275062561,0.2971571981906891,True,True,accessibility,0.23742088675498962,0.28585851192474365,security,0.00914542842656374,0.2532927095890045
IMG183,family_facility_003.jpg,family_facility,family_facility,0.47268956899642944,0.2967642843723297,True,True,accessibility,0.287815660238266,0.2918030917644501,restaurant,0.10092956572771072,0.2813241183757782
IMG184,family_facility_004.jpg,family_facility,accessibility,0.40887776017189026,0.2442304790019989,False,False,transport,0.14595037698745728,0.23392897844314575,security,0.1334315836429596,0.2330322116613388
IMG185,family_facility_005.jpg,family_facility,accessibility,0.72382652759552,0.26855742931365967,False,True,transport,0.09181469678878784,0.24790963530540466,family_facility,0.06595528870820999,0.24460169672966003
IMG187,family_facility_007.jpg,family_facility,family_facility,0.8871198296546936,0.3267660140991211,True,True,transport,0.0635814517736435,0.3004094362258911,accessibility,0.020329875871539116,0.28900712728500366
IMG188,family_facility_008.jpg,family_facility,accessibility,0.9183279275894165,0.3036404848098755,False,True,family_facility,0.04778052121400833,0.27408111095428467,information,0.016164643689990044,0.2632431983947754
IMG189,family_facility_009.jpg,family_facility,baggage_claim,0.42499253153800964,0.24263228476047516,False,True,family_facility,0.3763817548751831,0.24141761660575867,check_in,0.07079467177391052,0.2247094064950943
IMG190,family_facility_010.jpg,family_facility,family_facility,0.870137095451355,0.34125471115112305,True,True,lounge,0.12421934306621552,0.3217887282371521,restaurant,0.004177420400083065,0.28786516189575195
IMG191,family_facility_011.jpg,family_facility,family_facility,0.8275480270385742,0.2874172329902649,True,True,accessibility,0.1309525966644287,0.2689809203147888,transport,0.03984401375055313,0.2570822834968567
IMG193,family_facility_013.jpg,family_facility,family_facility,0.9990267753601074,0.32264041900634766,True,True,accessibility,0.0005425362032838166,0.2474575936794281,restaurant,0.00016080160276032984,0.23529675602912903
IMG194,family_facility_014.jpg,family_facility,family_facility,0.9620126485824585,0.305698961019516,True,True,restaurant,0.02001008205115795,0.26697105169296265,lounge,0.004265465773642063,0.251514196395874
IMG195,family_facility_015.jpg,family_facility,family_facility,0.5231540203094482,0.256878525018692,True,True,lounge,0.3777080774307251,0.253620982170105,accessibility,0.08397079259157181,0.2385844588279724
IMG199,family_facility_019.jpg,family_facility,security,0.4905277490615845,0.25704073905944824,False,True,accessibility,0.35806480050086975,0.25389307737350464,family_facility,0.08536588400602341,0.23955538868904114
IMG200,family_facility_020.jpg,family_facility,family_facility,0.9994564652442932,0.32685840129852295,True,True,accessibility,0.00041746761417016387,0.2490508109331131,gate_sign,5.768323171650991e-05,0.22925840318202972
